gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,has_refunded,has_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
Female,"(55, 65]",No,0,39.873371,-123.741474,0,18,Offer D,Yes,10.97,Yes,Yes,DSL,9.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.6,1156.35,No,No,197.46,1353.81,Stayed
Female,"(35, 45]",Yes,1+,37.382909,-121.634151,2+,63,Offer B,Yes,46.9,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,1209.25,No,No,2954.7,4163.95,Stayed
Male,"(45, 55]",No,0,35.996008,-120.85305,0,5,Offer E,Yes,31.78,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,92.75,No,No,158.9,251.65,Stayed
Female,"(18, 25]",No,0,37.045728,-120.630682,0,6,Offer E,No,25.584371102988605,No,Yes,Cable,52.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.45,161.45,No,No,0.0,161.45,Stayed
Male,"(25, 35]",Yes,0,33.949255,-118.246978,2+,58,Offer B,Yes,18.68,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-4.0,1185.95,No,No,1083.44,2269.39,Stayed
Male,"(25, 35]",No,0,37.572273,-121.964583,0,67,Offer A,Yes,49.74,No,Yes,Cable,41.0,Yes,No,Yes,No,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,65.55,4361.55,No,Yes,3332.58,7734.13,Stayed
Female,"(25, 35]",Yes,0,39.455555,-123.683979,1,12,Offer D,Yes,46.88,No,Yes,Cable,73.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.25,612.1,No,No,562.56,1174.66,Stayed
Female,"(45, 55]",No,0,36.902954,-120.194274,0,59,Offer B,Yes,39.42,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,5623.7,No,Yes,2325.78,7979.48,Stayed
Male,"(55, 65]",No,0,33.828779,-117.848299,0,1,Offer E,Yes,48.22,No,Yes,Cable,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,55.7,55.7,No,No,48.22,103.92,Churned
Female,"(65, 100]",Yes,0,37.416159,-122.131337,2+,4,Offer E,Yes,14.34,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.25,308.05,Yes,No,57.36,325.48,Stayed
Male,"(35, 45]",Yes,0,38.93496,-122.792243,2+,72,Offer A,Yes,31.15,Yes,Yes,Cable,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.45,6227.5,No,No,2242.8,8470.3,Stayed
Male,"(45, 55]",No,0,38.694081,-121.694431,0,5,Offer E,Yes,7.31,No,Yes,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,216.9,No,No,36.55,253.45,Churned
Female,"(18, 25]",No,0,33.017518,-117.118456,0,23,Offer D,Yes,19.96,No,Yes,Fiber Optic,76.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.2,2032.3,Yes,No,459.08,2467.59,Stayed
Male,"(18, 25]",Yes,0,33.923149,-117.244933,2+,28,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,52.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,No,No,939.96,3624.31,Stayed
Female,"(55, 65]",No,0,41.081847,-122.700545,0,30,Offer C,Yes,43.01,No,Yes,Cable,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,85.35,2530.4,No,Yes,1290.3,3840.7,Churned
Female,"(18, 25]",Yes,1+,34.031441,-117.936436,1,5,Offer E,No,25.584371102988605,No,Yes,DSL,59.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.5,167.2,No,No,0.0,167.2,Stayed
Female,"(55, 65]",No,0,37.676249,-122.132415,0,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,Yes,No,158.44,2563.54,Churned
Female,"(65, 100]",No,0,33.868316,-117.929029,0,14,Offer D,Yes,48.01,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.85,1043.8,No,Yes,672.14,1765.94,Stayed
Male,"(65, 100]",Yes,0,38.489789,-122.27011,1,62,Offer B,Yes,7.11,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.75,6383.35,No,No,440.82,6824.17,Churned
Male,"(65, 100]",Yes,0,37.937082,-122.532369,1,53,Offer B,Yes,39.36,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.85,5485.5,No,No,2086.08,7571.58,Churned
Female,"(18, 25]",No,0,34.818227,-120.418784,0,30,Offer C,Yes,13.16,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.45,3327.05,No,No,394.8,3721.85,Stayed
Male,"(25, 35]",Yes,1+,34.106922,-117.297553,2+,16,Offer D,Yes,38.55,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.15,341.35,No,No,616.8,958.15,Stayed
Female,"(35, 45]",Yes,0,35.591387,-121.032256,1,72,Offer A,Yes,24.89,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.15,8529.5,No,No,1792.08,10321.58,Stayed
Male,"(25, 35]",Yes,0,34.067932,-117.785168,1,49,Offer B,Yes,46.94,Yes,Yes,Fiber Optic,73.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,4872.45,No,Yes,2300.06,7302.51,Churned
Male,"(45, 55]",Yes,1+,38.274451,-121.259201,2+,67,Offer A,Yes,14.54,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.3,1688.9,No,No,974.18,2663.08,Stayed
Female,"(35, 45]",No,0,37.939768,-120.188002,0,11,Offer D,Yes,13.56,No,Yes,Cable,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.9,716.1,No,No,149.16,865.26,Stayed
Female,"(55, 65]",No,0,33.885811,-118.206459,0,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,No,No,15.92,86.22,Churned
Male,"(45, 55]",No,0,34.14649,-117.849815,0,50,Offer B,Yes,19.8,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,114.35,5791.1,No,Yes,990.0,6791.1,Stayed
Male,"(18, 25]",Yes,1+,39.23754,-120.720196,2+,72,Offer A,Yes,21.21,Yes,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,83.55,6093.3,No,Yes,1527.12,7710.42,Stayed
Female,"(35, 45]",Yes,1+,34.029175,-117.307211,2+,48,Offer B,No,25.584371102988605,Yes,Yes,DSL,16.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.5,1423.05,No,No,0.0,1423.05,Stayed
Female,"(65, 100]",No,0,40.408796,-121.579609,0,42,Offer B,Yes,16.22,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.75,4323.45,No,No,681.24,5004.69,Churned
Male,"(45, 55]",Yes,0,35.652242,-119.4464,2+,31,Offer C,Yes,29.06,Yes,Yes,DSL,22.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25,2344.5,Yes,No,900.86,3243.37,Stayed
Female,"(65, 100]",No,0,32.762506,-117.07245,0,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,No,No,1089.76,7508.66,Churned
Female,"(18, 25]",Yes,1+,34.199787,-118.68493,1,19,Offer D,Yes,36.92,Yes,Yes,Fiber Optic,52.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.35,1686.85,No,No,701.48,2388.33,Stayed
Male,"(45, 55]",Yes,1+,36.186867,-120.387793,2+,69,Offer A,Yes,21.56,Yes,Yes,Fiber Optic,17.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.2,5420.65,No,No,1487.64,6908.29,Stayed
Female,"(35, 45]",No,0,38.24458,-122.956268,0,7,Offer E,Yes,41.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,150.6,No,No,290.99,441.59,Stayed
Female,"(45, 55]",No,0,34.2565,-117.19335,0,11,Offer D,Yes,1.87,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,No,No,20.57,265.72,Stayed
Female,"(18, 25]",No,0,32.85723,-117.209774,0,43,Offer B,Yes,12.88,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.6,4759.85,No,No,553.84,5313.69,Churned
Female,"(25, 35]",No,0,37.980057,-121.801599,0,3,Offer E,Yes,23.82,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.4,215.8,No,No,71.46,287.26,Churned
Male,"(25, 35]",Yes,0,38.591134,-121.161585,2+,56,Offer B,Yes,35.55,Yes,Yes,DSL,17.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,No,No,1990.8,5380.05,Stayed
Male,"(18, 25]",No,1+,32.787836,-117.232376,0,40,Offer B,Yes,8.08,No,Yes,DSL,76.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.25,2139.2,No,No,323.2,2462.4,Churned
Female,"(55, 65]",Yes,0,40.390301,-123.412327,2+,43,Offer B,No,25.584371102988605,Yes,Yes,Cable,6.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,51.25,2151.6,No,No,0.0,2151.6,Stayed
Male,"(65, 100]",No,0,32.961064,-117.134917,0,20,Offer D,Yes,44.44,Yes,Yes,Fiber Optic,13.0,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,98.55,1842.8,No,Yes,888.8,2851.6,Churned
Male,"(55, 65]",Yes,0,34.039224,-118.266293,2+,63,Offer B,Yes,46.99,No,Yes,Cable,13.0,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.8,4448.8,No,No,2960.37,7409.17,Stayed
Male,"(35, 45]",Yes,1+,37.555631,-120.911653,2+,60,Offer B,Yes,32.12,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.95,1270.55,No,No,1927.2,3197.75,Stayed
Male,"(55, 65]",No,0,33.823943,-118.111335,0,47,Offer B,Yes,36.58,No,Yes,Fiber Optic,20.0,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,85.5,4042.3,No,Yes,1719.26,5811.56,Churned
Female,"(35, 45]",Yes,0,33.839989,-116.659215,1,11,Offer D,Yes,7.89,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.0,1145.35,No,No,86.79,1232.14,Churned
Female,"(35, 45]",No,0,35.233745,-120.626442,0,1,Offer E,Yes,30.96,No,Yes,DSL,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,50.55,No,No,30.96,81.51,Churned
Female,"(65, 100]",No,0,34.127621,-117.717863,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,No,No,61.35,439.75,Churned
Female,"(65, 100]",No,0,34.227846,-119.079903,0,44,Offer B,Yes,49.75,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.8,4860.35,No,No,2189.0,7049.35,Stayed
Female,"(45, 55]",Yes,0,34.167236,-116.281511,1,62,Offer B,Yes,4.7,Yes,Yes,Cable,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.95,5150.55,Yes,No,291.4,5437.27,Stayed
Female,"(55, 65]",Yes,1+,34.04622,-118.053753,1,14,Offer D,Yes,9.13,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,1301.0,No,No,127.82,1428.82,Churned
Male,"(35, 45]",No,0,38.687367,-121.34848,0,16,Offer D,Yes,27.43,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,1205.5,No,No,438.88,1644.38,Stayed
Female,"(45, 55]",No,1+,33.936827,-118.359824,0,35,Offer C,Yes,12.56,No,Yes,DSL,56.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,-4.0,2016.45,No,No,439.6,2456.05,Stayed
Male,"(55, 65]",No,0,33.601309,-117.902304,0,18,Offer D,Yes,7.56,No,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3,1794.65,No,No,136.08,1930.73,Stayed
Female,"(25, 35]",Yes,0,38.029729,-121.387999,0,70,Offer A,Yes,31.15,No,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,No,No,2180.5,8130.7,Stayed
Male,"(55, 65]",Yes,0,34.169706,-118.323548,1,67,Offer A,Yes,21.17,No,Yes,Cable,13.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,60.4,3953.7,No,Yes,1418.39,5412.09,Stayed
Male,"(25, 35]",Yes,1+,34.231318,-117.662032,2+,16,Offer D,Yes,27.24,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,290.55,No,No,435.84,726.39,Stayed
Male,"(55, 65]",No,0,34.167236,-116.281511,0,11,Offer D,Yes,49.8,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,231.45,No,No,547.8,779.25,Stayed
Female,"(35, 45]",Yes,0,34.2112,-118.230625,2+,61,Offer B,No,25.584371102988605,Yes,Yes,DSL,17.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,No,No,0.0,3244.4,Stayed
Male,"(55, 65]",Yes,0,33.923149,-117.244933,2+,72,Offer A,Yes,47.66,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.7,6301.7,No,No,3431.52,9733.22,Stayed
Male,"(65, 100]",No,0,34.200175,-118.540958,0,1,Offer E,No,25.584371102988605,No,Yes,DSL,26.0,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.3,43.3,No,No,0.0,43.3,Churned
Male,"(35, 45]",Yes,0,36.301689,-119.018233,2+,29,Offer C,No,25.584371102988605,No,Yes,DSL,15.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.9,1332.4,No,Yes,0.0,1352.4,Stayed
Male,"(35, 45]",No,0,32.578103,-117.012975,0,20,Offer D,Yes,49.81,No,Yes,DSL,4.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.0,1003.05,Yes,No,996.2,1996.44,Stayed
Female,"(65, 100]",Yes,0,33.787298,-117.320676,1,5,Offer E,Yes,5.42,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,70.05,302.6,No,No,27.1,329.7,Stayed
Male,"(45, 55]",Yes,0,33.603282,-117.821841,2+,61,Offer B,Yes,12.32,Yes,Yes,Fiber Optic,7.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.1,7132.15,No,No,751.52,7883.67,Stayed
Female,"(55, 65]",No,0,37.818589,-120.256995,0,7,Offer E,Yes,46.79,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,541.15,No,No,327.53,868.68,Churned
Female,"(35, 45]",No,0,36.635661,-120.288644,0,36,Offer C,Yes,27.72,No,Yes,Fiber Optic,24.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.55,3078.1,No,No,997.92,4076.02,Churned
Female,"(65, 100]",No,0,34.084909,-117.258107,0,26,Offer C,Yes,34.69,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,No,No,901.94,3253.74,Churned
Female,"(35, 45]",No,0,34.008293,-118.346766,0,10,Offer D,No,25.584371102988605,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.75,301.9,No,No,0.0,301.9,Stayed
Male,"(45, 55]",No,0,37.386978,-122.177746,0,5,Offer E,Yes,14.26,No,Yes,DSL,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,346.4,No,No,71.3,417.7,Churned
Female,"(55, 65]",Yes,0,39.170376,-120.838404,2+,43,Offer B,Yes,12.98,Yes,Yes,DSL,8.0,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.85,2908.2,No,No,558.14,3466.34,Stayed
Female,"(25, 35]",Yes,0,33.976678,-118.065875,1,72,Offer A,Yes,38.79,Yes,Yes,Fiber Optic,42.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.0,7104.2,No,No,2792.88,9897.08,Stayed
Male,"(35, 45]",No,0,35.151491,-117.927597,0,15,Offer D,Yes,27.3,No,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.3,1219.85,No,No,409.5,1629.35,Stayed
Female,"(25, 35]",No,1+,40.825486,-124.049485,0,65,Offer B,No,25.584371102988605,Yes,Yes,DSL,25.0,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.25,2933.95,No,No,0.0,2933.95,Stayed
Female,"(65, 100]",Yes,0,32.948262,-117.256086,2+,66,Offer A,Yes,6.94,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,No,No,458.04,7639.99,Stayed
Male,"(25, 35]",No,0,38.445603,-123.063756,0,44,Offer B,Yes,47.53,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,845.25,Yes,No,2091.32,2921.26,Stayed
Female,"(65, 100]",Yes,0,33.548869,-117.334165,2+,71,Offer A,Yes,16.26,No,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,89.45,6435.25,No,No,1154.46,7589.71,Stayed
Male,"(65, 100]",Yes,0,40.726949,-124.217378,2+,27,Offer C,Yes,41.11,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,2220.1,No,No,1109.97,3330.07,Stayed
Male,"(45, 55]",Yes,0,34.146635,-118.139225,2+,14,Offer D,Yes,5.17,No,Yes,Cable,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.95,1181.75,No,No,72.38,1254.13,Stayed
Female,"(25, 35]",No,0,38.567594,-121.437507,0,15,Offer D,Yes,6.56,No,Yes,DSL,52.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,56.15,931.9,Yes,No,98.4,995.07,Stayed
Female,"(18, 25]",Yes,0,34.005439,-118.477507,1,72,Offer A,Yes,25.82,Yes,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,7303.05,No,No,1859.04,9162.09,Stayed
Female,"(18, 25]",Yes,0,40.582399,-122.195512,2+,63,Offer B,Yes,20.51,No,Yes,Fiber Optic,51.0,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,96.0,6109.75,No,Yes,1292.13,7431.88,Stayed
Male,"(35, 45]",No,0,39.203817,-121.19584,0,67,Offer A,Yes,9.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,1195.95,No,No,606.35,1802.3,Stayed
Female,"(65, 100]",No,0,39.724433,-123.767578,0,20,Offer D,Yes,21.49,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,80.7,1614.2,No,No,429.8,2044.0,Stayed
Female,"(25, 35]",No,0,37.858898,-122.240512,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,69.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,94.9,4615.25,No,No,1891.75,6507.0,Stayed
Male,"(25, 35]",Yes,0,34.072121,-117.698319,2+,70,Offer A,Yes,30.06,Yes,Yes,Cable,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.95,5931.75,No,No,2104.2,8035.95,Stayed
Male,"(35, 45]",No,0,38.377165,-123.037957,0,35,Offer C,Yes,20.07,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.95,4025.5,No,No,702.45,4727.95,Stayed
Male,"(55, 65]",No,0,38.606703,-120.586659,0,67,Offer A,Yes,34.23,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,No,No,2293.41,9465.11,Stayed
Male,"(25, 35]",No,0,34.943523,-120.256729,0,5,Offer E,Yes,44.65,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.3,550.6,No,No,223.25,773.85,Stayed
Male,"(45, 55]",Yes,1+,40.426679,-121.850421,2+,65,Offer B,Yes,33.47,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1267.05,No,No,2175.55,3442.6,Stayed
Male,"(45, 55]",Yes,0,33.933565,-118.062611,1,72,Offer A,Yes,1.86,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,No,No,133.92,1857.87,Stayed
Female,"(55, 65]",Yes,1+,37.971751,-122.611873,2+,67,Offer A,Yes,3.47,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,84.8,5598.3,No,No,232.49,5830.79,Stayed
Male,"(45, 55]",No,0,34.238208,-118.55029,0,44,Offer B,No,25.584371102988605,Yes,Yes,Cable,17.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,54.0,2440.25,Yes,No,0.0,2434.78,Stayed
Male,"(65, 100]",No,0,33.998471,-117.973758,0,30,Offer C,Yes,4.04,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,90.5,2595.85,No,No,121.2,2717.05,Stayed
Female,"(45, 55]",No,0,38.052209,-122.775567,0,63,Offer B,Yes,31.34,Yes,Yes,DSL,26.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.3,4995.35,No,No,1974.42,6969.77,Stayed
Male,"(25, 35]",Yes,0,38.681651,-122.130569,2+,42,Offer B,No,25.584371102988605,Yes,Yes,DSL,59.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,25.1,1097.15,No,No,0.0,1097.15,Stayed
Male,"(55, 65]",Yes,0,32.785165,-116.862648,2+,35,Offer C,Yes,23.85,Yes,Yes,Fiber Optic,10.0,No,No,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,91.5,3236.35,Yes,Yes,834.75,4120.31,Stayed
Male,"(55, 65]",No,0,37.713152,-121.08739,0,19,Offer D,Yes,26.54,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.7,386.5,No,No,504.26,890.76,Stayed
Male,"(55, 65]",No,0,39.440687,-121.263583,0,72,Offer A,Yes,10.87,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,No,No,782.64,8417.44,Stayed
Male,"(25, 35]",Yes,1+,36.464635,-119.094348,2+,42,Offer B,Yes,18.93,No,Yes,DSL,73.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,2301.15,No,No,795.06,3096.21,Stayed
Male,"(25, 35]",Yes,0,33.141265,-116.967221,1,61,Offer B,Yes,23.31,Yes,Yes,DSL,51.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.9,4932.5,No,No,1421.91,6354.41,Stayed
Male,"(55, 65]",No,1+,37.684694,-122.40712,0,30,Offer C,Yes,4.27,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.35,723.3,No,No,128.1,851.4,Stayed
Female,"(45, 55]",Yes,1+,34.039224,-118.266293,2+,46,Offer B,Yes,12.68,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,958.15,No,No,583.28,1541.43,Stayed
Female,"(18, 25]",Yes,1+,34.501452,-118.207862,2+,58,Offer B,No,25.584371102988605,Yes,Yes,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.75,3624.35,No,No,0.0,3624.35,Stayed
Female,"(55, 65]",Yes,0,40.184094,-123.745487,2+,26,Offer C,Yes,33.47,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,26.0,684.05,No,No,870.22,1554.27,Stayed
Female,"(55, 65]",Yes,0,38.578807,-123.19338,2+,56,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.2,5744.35,No,No,567.28,6311.63,Stayed
